"HRHHID","HRHHID2","OCCURNUM","YYYYMM","PRDTIND1","PTERNHLY","GESTCEN","GTCBSA","PRTAGE","PRFTLF","PWCMPWGT","PRMLR"
"385",0,0,0,201204,46,-0.01,21,45060,24,2,5212.3477,1
"386",0,0,0,201204,46,-0.01,21,35620,56,1,3101.5686,1
"387",0,0,0,201204,46,-0.01,21,35620,19,2,2741.8105,1
"388",0,0,0,201204,46,-0.01,21,35620,43,1,3294.7925,1
"389",0,0,0,201204,46,13.5,23,37980,24,1,3313.2055,1
"390",0,0,0,201204,46,-0.01,23,25420,19,-1,3357.4415,3
"391",0,0,0,201204,46,-0.01,23,37980,20,1,3855.5388,2
"392",0,0,0,201204,46,-0.01,23,21500,23,2,3827.092,1
"393",0,0,0,201204,46,-0.01,23,21500,25,2,3552.1768,1
"394",0,0,0,201204,46,-0.01,58,12060,32,1,3370.7803,1
"395",0,0,0,201204,46,-0.01,58,0,31,2,3200.0661,1
"396",0,0,0,201204,46,-0.01,22,35620,24,1,3337.1321,1
"397",0,0,0,201204,46,-0.01,22,35620,25,1,3573.0034,1
"398",0,0,0,201204,46,-0.01,21,15380,24,1,3845.1647,1
"399",0,0,0,201204,46,-0.01,21,35620,32,1,4191.5469,1
"400",0,0,0,201204,46,-0.01,21,35620,57,1,3568.4004,1
"401",0,0,0,201204,46,30,21,35620,47,1,3179.6309,1
"402",0,0,0,201204,46,-0.01,21,35620,27,1,5360.2882,1
"403",0,0,0,201204,46,-0.01,21,35620,40,1,3369.8296,1
"404",0,0,0,201204,46,-0.01,21,35620,50,1,2564.1004,1
"405",0,0,0,201204,46,-0.01,21,46540,33,1,3679.0703,1
"406",0,0,0,201204,46,-0.01,21,35620,43,1,2763.8851,1
"407",0,0,0,201204,46,-0.01,21,35620,39,1,2487.267,1
"408",0,0,0,201204,46,15,21,35620,29,1,4550.1618,1
"409",0,0,0,201204,46,-0.01,21,35620,61,1,3048.8932,1
"410",0,0,0,201204,46,-0.01,21,35620,19,1,3650.977,1
"411",0,0,0,201204,46,-0.01,23,38300,29,1,3833.8513,1
"412",0,0,0,201204,46,-0.01,23,0,47,1,3583.126,1
"413",0,0,0,201204,46,8.5,23,0,27,1,3354.7696,1
"414",0,0,0,201204,46,8.64,23,0,22,2,3267.5154,1
"415",0,0,0,201204,46,-0.01,23,0,68,1,2954.8009,1
"416",0,0,0,201204,46,-0.01,23,0,72,1,2499.3584,1
"417",0,0,0,201204,46,-0.01,23,39740,21,1,4020.852,1
"418",0,0,0,201204,46,-0.01,23,39740,17,2,3595.0401,1
"419",0,0,0,201204,46,-0.01,23,37980,24,1,4247.3065,1
"420",0,0,0,201204,46,-0.01,23,37980,32,1,3724.4167,1
"421",0,0,0,201204,46,-0.01,23,37980,35,1,2948.1,1
"422",0,0,0,201204,46,-0.01,23,0,45,1,3080.0516,1
"423",0,0,0,201204,46,-0.01,23,25420,16,2,2888.9063,1
"424",0,0,0,201204,46,-0.01,23,37980,47,2,2851.5422,1
"425",0,0,0,201204,46,9,23,0,31,2,2821.1551,1
"426",0,0,0,201204,46,-0.01,23,10900,18,2,3638.6978,1
"427",0,0,0,201204,46,-0.01,23,37980,38,1,3206.061,1
"428",0,0,0,201204,46,8,22,37980,52,2,3233.5433,1
"429",0,0,0,201204,46,8.41,22,37980,54,1,3609.2198,1
"430",0,0,0,201204,46,11,22,37980,33,1,3400.0279,1
"431",0,0,0,201204,46,-0.01,22,35620,23,1,5526.534,1
"432",0,0,0,201204,46,-0.01,22,35620,28,1,4152.5211,2
"433",0,0,0,201204,46,8.25,22,35620,21,1,3969.1128,1
"434",0,0,0,201204,46,-0.01,22,35620,41,1,3170.3005,1
"435",0,0,0,201204,46,-0.01,22,35620,41,1,3170.3005,1
"436",0,0,0,201204,46,-0.01,21,45060,30,1,3587.4067,2
"437",0,0,0,201204,46,10,21,45060,28,1,3526.9276,1
"438",0,0,0,201204,46,-0.01,21,35620,27,1,3672.5576,1
"439",0,0,0,201204,46,-0.01,21,35620,27,1,2997.3593,1
"440",0,0,0,201204,46,-0.01,21,0,16,2,3013.3702,1
"441",0,0,0,201204,46,-0.01,23,38300,45,1,2934.7833,1
"442",0,0,0,201204,46,-0.01,23,10900,35,1,3655.3213,1
"443",0,0,0,201204,46,-0.01,23,37980,42,1,4503.0095,1
"444",0,0,0,201204,46,-0.01,23,37980,36,1,4162.4496,1
"445",0,0,0,201204,46,-0.01,58,12060,19,1,5409.0443,1
"446",0,0,0,201204,46,-0.01,58,12060,17,2,3483.7072,1
"447",0,0,0,201204,46,-0.01,58,12060,47,1,3980.4889,1
"448",0,0,0,201204,46,-0.01,58,12060,24,1,6232.5829,2
"449",0,0,0,201204,46,-0.01,58,12060,39,1,3378.9501,1
"450",0,0,0,201204,46,-0.01,58,12060,43,1,2741.8901,1
"451",0,0,0,201204,46,-0.01,22,12100,34,2,7524.3899,1
"452",0,0,0,201204,46,-0.01,22,35620,20,1,4163.0669,1
"453",0,0,0,201204,46,-0.01,22,35620,42,2,2456.6079,1
"454",0,0,0,201204,46,-0.01,21,15380,21,2,3389.5805,1
"455",0,0,0,201204,46,-0.01,21,35620,36,1,2489.4109,1
"456",0,0,0,201204,46,-0.01,21,35620,31,1,2784.0216,1
"457",0,0,0,201204,46,-0.01,21,35620,27,1,3176.5626,1
"458",0,0,0,201204,46,-0.01,21,35620,38,1,3932.9484,1
"459",0,0,0,201204,46,-0.01,21,35620,24,1,4573.9261,1
"460",0,0,0,201204,46,-0.01,21,39100,40,1,2864.8587,1
"461",0,0,0,201204,46,-0.01,21,35620,20,2,3647.8229,1
"462",0,0,0,201204,46,-0.01,21,35620,53,1,3114.8606,1
"463",0,0,0,201204,46,-0.01,23,37980,41,1,3300.2387,1
"464",0,0,0,201204,46,-0.01,23,49620,32,2,3501.0339,1
"465",0,0,0,201204,46,-0.01,58,12060,55,1,4423.8379,1
"466",0,0,0,201204,46,-0.01,58,12060,21,1,4725.8932,1
"467",0,0,0,201204,46,-0.01,22,37980,58,1,2601.3987,1
"468",0,0,0,201204,46,-0.01,21,35620,26,2,4972.8519,1
"469",0,0,0,201204,46,-0.01,21,35620,44,2,2766.2674,1
"470",0,0,0,201204,46,-0.01,21,35620,53,1,2961.7331,1
"471",0,0,0,201204,46,-0.01,21,10580,28,1,3054.525,1
